Insertion_Date,Report_Narrative,Indicator_IP,Ref_ID,Threat_Family,Source_Platform
2025-10-20 08:19:10,User user_a authenticated successfully via service 8828.,203.0.113.1,5258,Network_Conn,SIEM
2025-10-20 06:39:24,Network scan detected. Vulnerability check for CVE-2024-5005 initiated by WIZARD SPIDER source.,203.0.113.4,3783,Vulnerability_Scan,SIEM
2025-10-20 04:59:36,User svc_account authenticated successfully via service 8388.,192.168.1.8,4053,Auth_Fail,EDR
2025-10-20 01:39:53,Network scan detected. Vulnerability check for CVE-2024-5005 initiated by Mustang Panda source.,192.168.1.7,1692,Vulnerability_Scan,EDR
2025-10-20 08:19:30,Network scan detected. Vulnerability check for CVE-2023-3456 initiated by APT29 source.,192.168.1.8,9262,Vulnerability_Scan,SIEM
2025-10-20 04:59:45,"Inbound email flagged as spear phishing, potentially delivering Clop.",192.168.1.5,6329,Email_Blocked,EDR
2025-10-20 01:39:56,Suspicious activity: Mustang Panda executed LockBit malware. File hash is b01b9bfb837b5cbf.,203.0.113.5,1357,File_Write,Proxy
2025-10-20 06:39:48,User guest_ext authenticated successfully via service 8127.,192.168.1.5,1301,Network_Conn,Proxy
2025-10-20 06:39:52,Network scan detected. Vulnerability check for CVE-2023-3456 initiated by APT29 source.,203.0.113.2,9271,Vulnerability_Scan,Proxy
2025-10-20 08:19:55,Network scan detected. Vulnerability check for CVE-2023-3456 initiated by APT29 source.,192.168.1.8,3322,Vulnerability_Scan,Proxy
2025-10-20 01:40:00,"Inbound email flagged as spear phishing, potentially delivering QakBot.",203.0.113.1,6375,Email_Blocked,SIEM
2025-10-20 08:20:05,Network scan detected. Vulnerability check for CVE-2024-4228 initiated by APT29 source.,192.168.1.2,2054,Vulnerability_Scan,EDR
2025-10-20 06:40:08,User guest_ext authenticated successfully via service 8511.,192.168.1.2,9132,Auth_Fail,EDR
2025-10-20 03:20:06,Network scan detected. Vulnerability check for CVE-2023-3456 initiated by APT29 source.,192.168.1.3,2820,Vulnerability_Scan,EDR
2025-10-20 08:20:20,Suspicious activity: FIN7 executed LockBit malware. File hash is ec9925c34a2a5d8c.,203.0.113.1,5979,File_Write,Firewall
2025-10-20 03:20:10,User svc_account authenticated successfully via service 8224.,192.168.1.10,1662,Network_Conn,EDR
2025-10-20 08:20:30,Suspicious activity: FIN7 executed Clop malware. File hash is d5f03ec2c8f013b9.,192.168.1.8,8148,File_Write,SIEM
2025-10-20 06:40:28,"Inbound email flagged as spear phishing, potentially delivering Emotet.",203.0.113.2,5416,Email_Blocked,SIEM
2025-10-20 08:20:40,Network scan detected. Vulnerability check for CVE-2024-5005 initiated by Mustang Panda source.,192.168.1.1,3098,Vulnerability_Scan,Proxy
2025-10-20 05:00:27,Network scan detected. Vulnerability check for CVE-2025-0101 initiated by Lazarus Group source.,192.168.1.1,3074,Vulnerability_Scan,EDR
2025-10-20 03:20:20,User user_a authenticated successfully via service 8194.,192.168.1.4,1530,Auth_Fail,Proxy
2025-10-20 01:40:11,Suspicious activity: Lazarus Group executed Emotet malware. File hash is 7ea2ea72411194d0.,192.168.1.6,7563,File_Write,EDR
2025-10-20 06:40:48,"Inbound email flagged as spear phishing, potentially delivering Clop.",192.168.1.1,7290,Email_Blocked,Firewall
2025-10-20 03:20:26,User admin_corp authenticated successfully via service 8200.,192.168.1.8,7920,Auth_Fail,SIEM
2025-10-20 08:21:10,"Inbound email flagged as spear phishing, potentially delivering QakBot.",203.0.113.4,1067,Email_Blocked,EDR
2025-10-20 05:00:45,User svc_account authenticated successfully via service 8037.,203.0.113.1,7416,Network_Conn,Firewall
2025-10-20 05:00:48,User guest_ext authenticated successfully via service 8349.,192.168.1.1,5650,Auth_Fail,Firewall
2025-10-20 01:40:17,User guest_ext authenticated successfully via service 8636.,192.168.1.7,9058,Network_Conn,Firewall
2025-10-20 01:40:18,User admin_corp authenticated successfully via service 8750.,203.0.113.2,7262,Auth_Fail,Proxy
2025-10-20 08:21:35,"Inbound email flagged as spear phishing, potentially delivering TrickBot.",192.168.1.9,6378,Email_Blocked,SIEM
2025-10-20 06:41:20,"Inbound email flagged as spear phishing, potentially delivering LockBit.",203.0.113.5,9635,Email_Blocked,Firewall
2025-10-20 03:20:42,User svc_account authenticated successfully via service 8765.,203.0.113.1,6498,Network_Conn,SIEM
2025-10-20 03:20:44,"Inbound email flagged as spear phishing, potentially delivering Clop.",192.168.1.2,7261,Email_Blocked,Firewall
2025-10-20 01:40:23,Suspicious activity: FIN7 executed Emotet malware. File hash is 3bb768df5adca4fb.,192.168.1.5,1478,File_Write,Proxy
2025-10-20 06:41:36,Suspicious activity: Lazarus Group executed QakBot malware. File hash is 89db850e8e3ab9fa.,192.168.1.9,8901,File_Write,Firewall
2025-10-20 05:01:15,Suspicious activity: FIN7 executed TrickBot malware. File hash is 06db5fe91b9e8319.,203.0.113.4,1132,File_Write,Firewall
2025-10-20 06:41:44,Suspicious activity: Mustang Panda executed Emotet malware. File hash is 82e55fd7e2708968.,203.0.113.5,9897,File_Write,Firewall
2025-10-20 08:22:15,User svc_account authenticated successfully via service 8508.,192.168.1.5,2359,Auth_Fail,Firewall
2025-10-20 06:41:52,User svc_account authenticated successfully via service 8516.,192.168.1.9,4376,Auth_Fail,EDR
2025-10-20 08:22:25,"Inbound email flagged as spear phishing, potentially delivering Clop.",203.0.113.4,8133,Email_Blocked,Proxy
2025-10-20 03:21:00,User admin_corp authenticated successfully via service 8006.,192.168.1.5,2824,Auth_Fail,Proxy
2025-10-20 03:21:02,Suspicious activity: FIN7 executed Clop malware. File hash is eb9e76bcc3ef1f61.,203.0.113.1,2491,File_Write,EDR
2025-10-20 01:40:32,Network scan detected. Vulnerability check for CVE-2025-0101 initiated by FIN7 source.,203.0.113.3,9631,Vulnerability_Scan,EDR
2025-10-20 01:40:33,Suspicious activity: Mustang Panda executed TrickBot malware. File hash is 259f852c2c93af21.,192.168.1.9,8030,File_Write,Proxy
2025-10-20 05:01:42,User admin_corp authenticated successfully via service 8622.,192.168.1.9,2728,Auth_Fail,Proxy
2025-10-20 05:01:45,User user_a authenticated successfully via service 8459.,203.0.113.1,5399,Network_Conn,SIEM
2025-10-20 05:01:48,"Inbound email flagged as spear phishing, potentially delivering Clop.",203.0.113.4,2123,Email_Blocked,EDR
2025-10-20 08:23:05,Network scan detected. Vulnerability check for CVE-2024-5005 initiated by APT29 source.,203.0.113.4,1951,Vulnerability_Scan,Proxy
2025-10-20 08:23:10,User svc_account authenticated successfully via service 8452.,192.168.1.4,2346,Network_Conn,SIEM
2025-10-20 03:21:18,Suspicious activity: APT29 executed Emotet malware. File hash is fc5e0631cf47db58.,203.0.113.5,8539,File_Write,Proxy
2025-10-20 08:23:20,User guest_ext authenticated successfully via service 8882.,203.0.113.3,2807,Auth_Fail,Firewall
2025-10-20 06:42:44,Network scan detected. Vulnerability check for CVE-2025-0101 initiated by FIN7 source.,203.0.113.2,8406,Vulnerability_Scan,EDR
2025-10-20 05:02:06,Network scan detected. Vulnerability check for CVE-2024-4228 initiated by FIN7 source.,203.0.113.3,1786,Vulnerability_Scan,Proxy
2025-10-20 05:02:09,"Inbound email flagged as spear phishing, potentially delivering LockBit.",192.168.1.7,1885,Email_Blocked,EDR
2025-10-20 03:21:28,User svc_account authenticated successfully via service 8505.,192.168.1.3,5066,Auth_Fail,EDR
2025-10-20 01:40:45,Network scan detected. Vulnerability check for CVE-2023-3456 initiated by Mustang Panda source.,192.168.1.4,2398,Vulnerability_Scan,SIEM
2025-10-20 03:21:32,User guest_ext authenticated successfully via service 8794.,192.168.1.7,8924,Auth_Fail,EDR
2025-10-20 05:02:21,User svc_account authenticated successfully via service 8143.,192.168.1.7,7788,Auth_Fail,Firewall
2025-10-20 08:24:00,User guest_ext authenticated successfully via service 8950.,192.168.1.8,6739,Network_Conn,Proxy
2025-10-20 05:02:27,"Inbound email flagged as spear phishing, potentially delivering Emotet.",192.168.1.2,7354,Email_Blocked,Firewall
2025-10-20 03:21:40,Network scan detected. Vulnerability check for CVE-2025-0101 initiated by APT29 source.,192.168.1.1,2930,Vulnerability_Scan,Firewall
2025-10-20 01:40:51,User user_a authenticated successfully via service 8085.,192.168.1.9,1680,Network_Conn,EDR
2025-10-20 08:24:20,User user_a authenticated successfully via service 8314.,192.168.1.2,5634,Auth_Fail,Proxy
2025-10-20 01:40:53,"Inbound email flagged as spear phishing, potentially delivering Emotet.",203.0.113.4,4585,Email_Blocked,EDR
2025-10-20 01:40:54,User svc_account authenticated successfully via service 8139.,192.168.1.6,2472,Auth_Fail,EDR
2025-10-20 01:40:55,"Inbound email flagged as spear phishing, potentially delivering TrickBot.",192.168.1.9,3816,Email_Blocked,Proxy
2025-10-20 05:02:48,Network scan detected. Vulnerability check for CVE-2024-4228 initiated by FIN7 source.,192.168.1.8,3746,Vulnerability_Scan,EDR
2025-10-20 08:24:45,Suspicious activity: Lazarus Group executed Clop malware. File hash is fc221a2933a500cf.,192.168.1.5,3104,File_Write,Firewall
2025-10-20 08:24:50,User admin_corp authenticated successfully via service 8194.,192.168.1.10,2047,Auth_Fail,SIEM
2025-10-20 05:02:57,User user_a authenticated successfully via service 8876.,203.0.113.5,9518,Network_Conn,Proxy
2025-10-20 06:44:00,Network scan detected. Vulnerability check for CVE-2025-0101 initiated by Mustang Panda source.,192.168.1.5,1224,Vulnerability_Scan,EDR
2025-10-20 03:22:02,Suspicious activity: WIZARD SPIDER executed TrickBot malware. File hash is 2220652b08193cdf.,192.168.1.3,1826,File_Write,SIEM
2025-10-20 08:25:10,"Inbound email flagged as spear phishing, potentially delivering LockBit.",203.0.113.3,7538,Email_Blocked,EDR
2025-10-20 03:22:06,User user_a authenticated successfully via service 8919.,192.168.1.6,2466,Auth_Fail,SIEM
2025-10-20 08:25:20,Network scan detected. Vulnerability check for CVE-2023-3456 initiated by Mustang Panda source.,203.0.113.3,5674,Vulnerability_Scan,Firewall
2025-10-20 08:25:25,Network scan detected. Vulnerability check for CVE-2024-5005 initiated by WIZARD SPIDER source.,192.168.1.6,8751,Vulnerability_Scan,Firewall
2025-10-20 03:22:12,User svc_account authenticated successfully via service 8982.,192.168.1.4,7481,Network_Conn,Proxy
2025-10-20 05:03:21,User user_a authenticated successfully via service 8716.,192.168.1.8,4479,Auth_Fail,SIEM
2025-10-20 06:44:32,Network scan detected. Vulnerability check for CVE-2023-3456 initiated by APT29 source.,192.168.1.3,3843,Vulnerability_Scan,EDR
2025-10-20 08:25:45,User guest_ext authenticated successfully via service 8289.,192.168.1.10,1677,Network_Conn,EDR
2025-10-20 01:41:10,User user_a authenticated successfully via service 8603.,192.168.1.5,8769,Auth_Fail,SIEM
2025-10-20 06:44:44,Network scan detected. Vulnerability check for CVE-2024-4228 initiated by Mustang Panda source.,203.0.113.2,9867,Vulnerability_Scan,Proxy
2025-10-20 03:22:24,User svc_account authenticated successfully via service 8852.,192.168.1.6,5251,Network_Conn,Firewall
2025-10-20 03:22:26,User admin_corp authenticated successfully via service 8646.,203.0.113.4,5176,Network_Conn,EDR
2025-10-20 08:26:10,User user_a authenticated successfully via service 8351.,192.168.1.3,1878,Network_Conn,Firewall
2025-10-20 03:22:30,"Inbound email flagged as spear phishing, potentially delivering TrickBot.",192.168.1.10,5089,Email_Blocked,Proxy
2025-10-20 01:41:16,User admin_corp authenticated successfully via service 8986.,203.0.113.2,2759,Auth_Fail,EDR
2025-10-20 05:03:51,Suspicious activity: Lazarus Group executed LockBit malware. File hash is 2de1954110e786c2.,192.168.1.2,5187,File_Write,Proxy
2025-10-20 03:22:36,User guest_ext authenticated successfully via service 8802.,192.168.1.6,1180,Auth_Fail,SIEM
2025-10-20 05:03:57,Suspicious activity: Lazarus Group executed QakBot malware. File hash is 696d8063387a87dd.,192.168.1.8,5528,File_Write,Firewall
2025-10-20 05:04:00,Suspicious activity: FIN7 executed TrickBot malware. File hash is be8cd0c2d52143ed.,192.168.1.7,9592,File_Write,SIEM
2025-10-20 06:45:24,"Inbound email flagged as spear phishing, potentially delivering Emotet.",192.168.1.6,9499,Email_Blocked,EDR
2025-10-20 06:45:28,User svc_account authenticated successfully via service 8395.,192.168.1.6,7472,Auth_Fail,SIEM
2025-10-20 05:04:09,"Inbound email flagged as spear phishing, potentially delivering TrickBot.",192.168.1.9,7521,Email_Blocked,Firewall
2025-10-20 03:22:48,Suspicious activity: Mustang Panda executed LockBit malware. File hash is 96829db5d710ef16.,192.168.1.7,8445,File_Write,Firewall
2025-10-20 06:45:40,Network scan detected. Vulnerability check for CVE-2023-3456 initiated by FIN7 source.,203.0.113.3,3036,Vulnerability_Scan,SIEM
2025-10-20 01:41:26,"Inbound email flagged as spear phishing, potentially delivering Emotet.",192.168.1.2,8743,Email_Blocked,Proxy
2025-10-20 03:22:54,User guest_ext authenticated successfully via service 8751.,192.168.1.3,9697,Auth_Fail,SIEM
2025-10-20 08:27:20,Suspicious activity: Lazarus Group executed LockBit malware. File hash is 208464fb02c56852.,192.168.1.7,6129,File_Write,Proxy
2025-10-20 03:22:58,User admin_corp authenticated successfully via service 8918.,192.168.1.9,5089,Auth_Fail,Proxy
2025-10-20 06:46:00,Network scan detected. Vulnerability check for CVE-2025-0101 initiated by APT29 source.,203.0.113.2,2211,Vulnerability_Scan,SIEM
2025-10-20 06:46:04,User guest_ext authenticated successfully via service 8271.,192.168.1.1,1527,Network_Conn,Proxy
2025-10-20 03:23:04,Suspicious activity: FIN7 executed Clop malware. File hash is 81770a32cef383cf.,192.168.1.1,4655,File_Write,Proxy
2025-10-20 06:46:12,User svc_account authenticated successfully via service 8841.,192.168.1.7,6377,Network_Conn,EDR
2025-10-20 05:04:42,Suspicious activity: Lazarus Group executed TrickBot malware. File hash is 077c928a98a7574e.,192.168.1.3,2473,File_Write,Proxy
2025-10-20 03:23:10,User user_a authenticated successfully via service 8670.,192.168.1.8,5666,Auth_Fail,Firewall
2025-10-20 05:04:48,User guest_ext authenticated successfully via service 8170.,192.168.1.7,3864,Network_Conn,EDR
2025-10-20 01:41:37,Suspicious activity: WIZARD SPIDER executed Clop malware. File hash is faefcdceb6457c73.,192.168.1.9,1178,File_Write,EDR
2025-10-20 01:41:38,User admin_corp authenticated successfully via service 8144.,203.0.113.2,1904,Auth_Fail,EDR
2025-10-20 08:28:15,User svc_account authenticated successfully via service 8015.,203.0.113.3,2384,Network_Conn,SIEM
2025-10-20 01:41:40,User user_a authenticated successfully via service 8623.,192.168.1.7,7395,Network_Conn,Firewall
2025-10-20 05:05:03,Suspicious activity: Mustang Panda executed Emotet malware. File hash is d1e771602d285bd2.,192.168.1.7,5315,File_Write,EDR
2025-10-20 08:28:30,Suspicious activity: FIN7 executed TrickBot malware. File hash is bc1d2cf5d494c7b1.,203.0.113.3,1084,File_Write,SIEM
2025-10-20 06:46:52,User svc_account authenticated successfully via service 8472.,192.168.1.6,9796,Network_Conn,Proxy
2025-10-20 01:41:44,Suspicious activity: Lazarus Group executed LockBit malware. File hash is 98cb8179bd87662f.,203.0.113.1,2756,File_Write,EDR
2025-10-20 01:41:45,User guest_ext authenticated successfully via service 8221.,192.168.1.10,7995,Auth_Fail,EDR
2025-10-20 08:28:50,Suspicious activity: FIN7 executed Emotet malware. File hash is e099c0099f220d18.,203.0.113.2,3518,File_Write,Firewall
2025-10-20 01:41:47,"Inbound email flagged as spear phishing, potentially delivering LockBit.",203.0.113.5,8157,Email_Blocked,EDR
2025-10-20 03:23:36,Suspicious activity: APT29 executed Emotet malware. File hash is 0215a8708cc4f3c4.,192.168.1.6,3543,File_Write,Firewall
2025-10-20 05:05:27,User svc_account authenticated successfully via service 8784.,192.168.1.7,5809,Auth_Fail,SIEM
2025-10-20 08:29:10,Suspicious activity: Mustang Panda executed Clop malware. File hash is 72f4e86939911ea7.,203.0.113.1,3830,File_Write,SIEM
2025-10-20 01:41:51,"Inbound email flagged as spear phishing, potentially delivering QakBot.",192.168.1.7,8980,Email_Blocked,Firewall
2025-10-20 06:47:28,Suspicious activity: Mustang Panda executed QakBot malware. File hash is 90a9f586f8832297.,203.0.113.4,9190,File_Write,SIEM
2025-10-20 01:41:53,Suspicious activity: WIZARD SPIDER executed Clop malware. File hash is b3e7f1ff7c654c37.,203.0.113.4,3415,File_Write,EDR
2025-10-20 03:23:48,"Inbound email flagged as spear phishing, potentially delivering Clop.",192.168.1.3,6138,Email_Blocked,Firewall
2025-10-20 06:47:40,User user_a authenticated successfully via service 8364.,192.168.1.5,7661,Network_Conn,Proxy
2025-10-20 05:05:48,Suspicious activity: APT29 executed Clop malware. File hash is 3add590c19f17361.,203.0.113.1,6796,File_Write,SIEM
2025-10-20 06:47:48,Network scan detected. Vulnerability check for CVE-2024-5005 initiated by FIN7 source.,192.168.1.2,5835,Vulnerability_Scan,Firewall
2025-10-20 03:23:56,User admin_corp authenticated successfully via service 8489.,203.0.113.3,3026,Auth_Fail,SIEM
2025-10-20 03:23:58,User admin_corp authenticated successfully via service 8892.,192.168.1.1,3331,Auth_Fail,SIEM
2025-10-20 01:42:00,Network scan detected. Vulnerability check for CVE-2024-4228 initiated by WIZARD SPIDER source.,192.168.1.3,6147,Vulnerability_Scan,Firewall
2025-10-20 08:30:05,"Inbound email flagged as spear phishing, potentially delivering LockBit.",203.0.113.5,1252,Email_Blocked,SIEM
2025-10-20 01:42:02,Network scan detected. Vulnerability check for CVE-2024-5005 initiated by FIN7 source.,192.168.1.7,3912,Vulnerability_Scan,Firewall
2025-10-20 01:42:03,User guest_ext authenticated successfully via service 8116.,203.0.113.1,9007,Network_Conn,Firewall
2025-10-20 03:24:08,"Inbound email flagged as spear phishing, potentially delivering TrickBot.",192.168.1.7,6472,Email_Blocked,Firewall
2025-10-20 08:30:25,User guest_ext authenticated successfully via service 8420.,203.0.113.2,7933,Network_Conn,SIEM
2025-10-20 03:24:12,User admin_corp authenticated successfully via service 8236.,203.0.113.4,9402,Auth_Fail,Proxy
2025-10-20 08:30:35,Suspicious activity: FIN7 executed QakBot malware. File hash is 163e659ea1a5227a.,192.168.1.1,4801,File_Write,EDR
2025-10-20 05:06:24,User user_a authenticated successfully via service 8923.,203.0.113.2,3791,Auth_Fail,SIEM
2025-10-20 01:42:09,"Inbound email flagged as spear phishing, potentially delivering Emotet.",192.168.1.10,8972,Email_Blocked,SIEM
2025-10-20 05:06:30,Suspicious activity: Mustang Panda executed LockBit malware. File hash is 05f70f200ed7fb28.,192.168.1.5,8289,File_Write,Firewall
2025-10-20 05:06:33,User guest_ext authenticated successfully via service 8677.,203.0.113.3,7539,Auth_Fail,Firewall
2025-10-20 08:31:00,Network scan detected. Vulnerability check for CVE-2025-0101 initiated by Mustang Panda source.,192.168.1.4,7223,Vulnerability_Scan,Firewall
2025-10-20 06:48:52,User guest_ext authenticated successfully via service 8283.,203.0.113.2,2529,Network_Conn,EDR
2025-10-20 03:24:28,User svc_account authenticated successfully via service 8791.,192.168.1.5,4602,Network_Conn,Proxy
2025-10-20 08:31:15,"Inbound email flagged as spear phishing, potentially delivering LockBit.",192.168.1.9,9808,Email_Blocked,Proxy
2025-10-20 01:42:16,"Inbound email flagged as spear phishing, potentially delivering LockBit.",203.0.113.2,2606,Email_Blocked,Firewall
2025-10-20 05:06:51,"Inbound email flagged as spear phishing, potentially delivering Clop.",192.168.1.5,1441,Email_Blocked,Firewall
2025-10-20 08:31:30,Suspicious activity: FIN7 executed Clop malware. File hash is 8ea90748e1a030c5.,192.168.1.6,3633,File_Write,Firewall
2025-10-20 01:42:19,Network scan detected. Vulnerability check for CVE-2023-3456 initiated by WIZARD SPIDER source.,203.0.113.4,9122,Vulnerability_Scan,Proxy
2025-10-20 03:24:40,Network scan detected. Vulnerability check for CVE-2025-0101 initiated by Mustang Panda source.,192.168.1.10,1772,Vulnerability_Scan,Firewall
2025-10-20 01:42:21,Network scan detected. Vulnerability check for CVE-2024-5005 initiated by Mustang Panda source.,203.0.113.3,7495,Vulnerability_Scan,EDR
2025-10-20 03:24:44,Suspicious activity: APT29 executed Emotet malware. File hash is 6dc4353bce5ef97c.,192.168.1.9,7637,File_Write,EDR
2025-10-20 06:49:32,"Inbound email flagged as spear phishing, potentially delivering LockBit.",192.168.1.4,3520,Email_Blocked,Proxy
2025-10-20 05:07:12,Suspicious activity: Lazarus Group executed Emotet malware. File hash is 08facdb4bc3dbee9.,192.168.1.7,8102,File_Write,Proxy
2025-10-20 01:42:25,User admin_corp authenticated successfully via service 8833.,192.168.1.8,4608,Auth_Fail,Proxy
2025-10-20 03:24:52,User user_a authenticated successfully via service 8784.,192.168.1.1,4278,Auth_Fail,Proxy
2025-10-20 06:49:48,Suspicious activity: WIZARD SPIDER executed TrickBot malware. File hash is 5d412ce24d5fb2b7.,203.0.113.5,4905,File_Write,Proxy
2025-10-20 03:24:56,Network scan detected. Vulnerability check for CVE-2024-5005 initiated by Lazarus Group source.,192.168.1.2,5935,Vulnerability_Scan,EDR
2025-10-20 03:24:58,User user_a authenticated successfully via service 8264.,203.0.113.4,2228,Network_Conn,Firewall
2025-10-20 08:32:30,User svc_account authenticated successfully via service 8198.,192.168.1.7,4338,Network_Conn,Firewall
2025-10-20 01:42:31,Network scan detected. Vulnerability check for CVE-2023-3456 initiated by APT29 source.,192.168.1.2,2556,Vulnerability_Scan,Proxy
2025-10-20 01:42:32,User guest_ext authenticated successfully via service 8597.,192.168.1.8,2638,Auth_Fail,Firewall
2025-10-20 01:42:33,User user_a authenticated successfully via service 8219.,192.168.1.8,7449,Network_Conn,Proxy
2025-10-20 03:25:08,User guest_ext authenticated successfully via service 8695.,203.0.113.3,1894,Network_Conn,EDR
2025-10-20 06:50:20,Suspicious activity: FIN7 executed Clop malware. File hash is d6d0faa233f3ee73.,192.168.1.2,7123,File_Write,EDR
2025-10-20 05:07:48,User svc_account authenticated successfully via service 8260.,192.168.1.8,4701,Auth_Fail,Firewall
2025-10-20 06:50:28,User guest_ext authenticated successfully via service 8990.,192.168.1.1,5549,Auth_Fail,Proxy
2025-10-20 08:33:10,User svc_account authenticated successfully via service 8367.,192.168.1.2,5457,Network_Conn,EDR
2025-10-20 06:50:36,Suspicious activity: Lazarus Group executed QakBot malware. File hash is 781fe4c8b1bfa1eb.,192.168.1.9,3127,File_Write,Firewall
2025-10-20 08:33:20,Network scan detected. Vulnerability check for CVE-2024-4228 initiated by WIZARD SPIDER source.,203.0.113.2,6641,Vulnerability_Scan,EDR
2025-10-20 05:08:03,Suspicious activity: Lazarus Group executed Emotet malware. File hash is b3b002f5cb285913.,192.168.1.6,7203,File_Write,SIEM
2025-10-20 05:08:06,Network scan detected. Vulnerability check for CVE-2024-4228 initiated by APT29 source.,192.168.1.4,2941,Vulnerability_Scan,EDR
2025-10-20 06:50:52,User guest_ext authenticated successfully via service 8295.,203.0.113.3,5684,Auth_Fail,EDR
2025-10-20 06:50:56,"Inbound email flagged as spear phishing, potentially delivering LockBit.",192.168.1.8,3385,Email_Blocked,Proxy
2025-10-20 06:51:00,Network scan detected. Vulnerability check for CVE-2024-4228 initiated by Mustang Panda source.,203.0.113.5,5718,Vulnerability_Scan,Firewall
2025-10-20 01:42:46,"Inbound email flagged as spear phishing, potentially delivering QakBot.",192.168.1.9,4389,Email_Blocked,Firewall
2025-10-20 08:33:55,"Inbound email flagged as spear phishing, potentially delivering LockBit.",192.168.1.10,1725,Email_Blocked,Firewall
2025-10-20 03:25:36,Network scan detected. Vulnerability check for CVE-2023-3456 initiated by FIN7 source.,192.168.1.5,8809,Vulnerability_Scan,Firewall
2025-10-20 08:34:05,User admin_corp authenticated successfully via service 8503.,203.0.113.2,1241,Auth_Fail,Firewall
2025-10-20 08:34:10,"Inbound email flagged as spear phishing, potentially delivering Clop.",203.0.113.2,6963,Email_Blocked,EDR
2025-10-20 03:25:42,User svc_account authenticated successfully via service 8789.,203.0.113.2,2873,Auth_Fail,Proxy
2025-10-20 03:25:44,User guest_ext authenticated successfully via service 8556.,203.0.113.4,3208,Auth_Fail,EDR
2025-10-20 03:25:46,User svc_account authenticated successfully via service 8569.,192.168.1.3,2656,Auth_Fail,Firewall
2025-10-20 01:42:54,User admin_corp authenticated successfully via service 8278.,203.0.113.2,1589,Network_Conn,SIEM
2025-10-20 08:34:35,Suspicious activity: APT29 executed QakBot malware. File hash is ce92af19204256ec.,192.168.1.4,5280,File_Write,SIEM
2025-10-20 06:51:44,"Inbound email flagged as spear phishing, potentially delivering LockBit.",192.168.1.2,4746,Email_Blocked,SIEM
2025-10-20 05:08:51,"Inbound email flagged as spear phishing, potentially delivering TrickBot.",203.0.113.5,8263,Email_Blocked,EDR
2025-10-20 05:08:54,User svc_account authenticated successfully via service 8498.,203.0.113.3,5274,Auth_Fail,EDR
2025-10-20 06:51:56,User guest_ext authenticated successfully via service 8202.,192.168.1.9,3400,Network_Conn,Proxy
2025-10-20 01:43:00,User svc_account authenticated successfully via service 8464.,192.168.1.2,1783,Auth_Fail,Firewall
2025-10-20 06:52:04,Network scan detected. Vulnerability check for CVE-2025-0101 initiated by WIZARD SPIDER source.,192.168.1.1,8621,Vulnerability_Scan,Firewall
2025-10-20 08:35:10,User guest_ext authenticated successfully via service 8564.,192.168.1.4,4015,Auth_Fail,Proxy
2025-10-20 01:43:03,Network scan detected. Vulnerability check for CVE-2024-5005 initiated by Lazarus Group source.,192.168.1.6,6542,Vulnerability_Scan,Proxy
2025-10-20 05:09:12,User user_a authenticated successfully via service 8326.,203.0.113.1,5665,Auth_Fail,SIEM
2025-10-20 01:43:05,Suspicious activity: FIN7 executed Emotet malware. File hash is 2548b00fef6096d7.,192.168.1.7,4737,File_Write,EDR
2025-10-20 05:09:18,Suspicious activity: Mustang Panda executed Clop malware. File hash is 7457aef41d88b543.,203.0.113.2,3054,File_Write,Firewall
2025-10-20 08:35:35,"Inbound email flagged as spear phishing, potentially delivering LockBit.",192.168.1.1,9190,Email_Blocked,EDR
2025-10-20 08:35:40,Suspicious activity: FIN7 executed QakBot malware. File hash is 1aa1f26936ede4a2.,203.0.113.2,1951,File_Write,SIEM
2025-10-20 05:09:27,User svc_account authenticated successfully via service 8426.,203.0.113.3,3174,Network_Conn,Firewall
2025-10-20 03:26:20,"Inbound email flagged as spear phishing, potentially delivering TrickBot.",192.168.1.10,6974,Email_Blocked,Firewall
2025-10-20 05:09:33,Suspicious activity: FIN7 executed TrickBot malware. File hash is 3abbf5d50ae9aba9.,203.0.113.2,5287,File_Write,Firewall
2025-10-20 01:43:12,"Inbound email flagged as spear phishing, potentially delivering TrickBot.",192.168.1.5,4848,Email_Blocked,Firewall
2025-10-20 05:09:39,User user_a authenticated successfully via service 8807.,192.168.1.9,8815,Auth_Fail,SIEM
2025-10-20 01:43:14,User svc_account authenticated successfully via service 8172.,203.0.113.5,8865,Network_Conn,EDR
2025-10-20 08:36:15,User guest_ext authenticated successfully via service 8411.,192.168.1.5,9666,Network_Conn,Firewall
2025-10-20 06:53:04,Suspicious activity: Lazarus Group executed TrickBot malware. File hash is 50317090334f8049.,192.168.1.10,9837,File_Write,SIEM
2025-10-20 06:53:08,User admin_corp authenticated successfully via service 8761.,192.168.1.1,1377,Network_Conn,Firewall
2025-10-20 01:43:18,"Inbound email flagged as spear phishing, potentially delivering TrickBot.",203.0.113.3,3655,Email_Blocked,SIEM
2025-10-20 06:53:16,"Inbound email flagged as spear phishing, potentially delivering TrickBot.",192.168.1.1,2446,Email_Blocked,EDR
2025-10-20 06:53:20,Network scan detected. Vulnerability check for CVE-2024-4228 initiated by Mustang Panda source.,192.168.1.2,9082,Vulnerability_Scan,EDR
2025-10-20 01:43:21,User guest_ext authenticated successfully via service 8724.,203.0.113.5,8635,Network_Conn,SIEM
2025-10-20 03:26:44,Network scan detected. Vulnerability check for CVE-2025-0101 initiated by Lazarus Group source.,192.168.1.10,5383,Vulnerability_Scan,SIEM
